Fz,Cz,Pz,Oz,F3,F4,C3,C4
-4.7903,-9.9319,-10.7305,-6.9570,-1.5609,-4.4988,-10.5729,-8.3772
-8.3026,-10.7404,-10.0916,-12.2434,-6.3817,-6.9227,-10.4228,-10.6557
-5.5809,-13.0881,-9.3233,-13.9955,-6.3984,-5.7587,-11.1115,-15.6529
-10.0940,-13.6475,-10.4269,-14.2130,-10.3898,-6.7024,-9.7642,-12.1800
-6.7915,-8.3300,-9.7259,-9.2806,-11.3522,-6.3061,-8.9951,-11.3848
-3.3451,-10.3435,-7.3622,-11.3906,-5.6873,-6.9744,-8.0881,-10.2964
-6.3766,-8.0823,-6.6543,-6.6845,-5.2592,-6.1506,-6.9577,-6.2308
-3.4473,-6.7036,0.3246,-2.5387,-1.0585,-5.1645,-2.2646,-4.0058
0.1495,-0.9584,-2.4115,0.2778,-2.0601,1.2291,-0.1380,-1.2369
1.8427,1.4889,3.0868,3.8328,3.6062,3.4621,1.7544,1.7891
2.5648,9.0583,8.4370,6.4594,8.0541,3.8022,5.8092,5.3409
6.7337,10.5878,7.6001,10.4842,7.5840,6.1466,8.9558,10.5113
6.0784,9.6896,8.9611,8.9212,8.1791,7.0641,11.8112,9.4544
8.7016,14.8660,9.7768,10.3775,7.6969,5.4596,10.9421,10.4450
6.3060,12.9163,10.5337,10.5340,4.5287,5.6585,9.4077,10.5365
9.2634,10.2765,12.8504,12.5622,7.6924,3.9583,10.7174,11.1408
4.8019,5.9232,7.0617,11.7300,3.4295,3.7271,9.8425,10.3567
4.5292,11.8283,11.9826,9.6920,4.0088,2.1441,8.8375,3.9917
5.4162,5.0100,6.6607,9.1288,0.2362,0.1403,8.8349,8.9876
1.7418,3.4015,7.3851,3.7331,0.6184,5.4215,7.9692,8.5954
3.4936,6.2524,6.0287,6.0306,4.7273,4.4535,4.6129,3.9289
4.7360,7.2293,6.3357,3.7753,2.4015,1.7539,3.6361,3.1018
-0.1057,4.3930,1.7082,0.5200,5.3312,3.5600,1.9285,2.8134
1.8799,1.7097,3.3098,0.0200,2.8816,3.6252,3.2294,1.0472
0.9756,0.0637,4.0365,-7.1418,-0.4700,4.0795,2.7590,0.9217
0.4350,-1.4351,-2.7350,-7.2906,2.3400,-0.2260,-1.7344,-4.1815
-4.1148,-3.5204,-2.0731,-9.1740,-1.6317,0.8913,-3.5926,-4.9073
-5.7680,-6.0250,-4.8664,-8.1339,-1.6424,-3.5123,-2.9109,-2.8023
-4.3011,-7.6750,-4.4580,-11.3756,-4.4481,-6.4897,-5.8971,-8.0477
-5.4733,-8.6756,-5.8738,-8.5785,-8.1025,-4.7016,-6.9743,-5.7635
-5.7449,-9.6687,-7.1692,-6.8511,-6.0820,-4.3923,-9.6491,-7.3297
-5.1016,-8.0724,-5.2572,-6.3571,-2.6882,-2.1007,-6.2806,-10.0126
-5.4957,-8.5458,-2.5928,-4.8737,-4.0606,-6.5997,-7.4001,-5.0534
-2.5081,-3.9583,-4.5416,-4.2676,-3.0864,-1.9517,-5.8792,-4.3547
-0.5833,-2.8461,-1.9435,-1.3638,0.6872,-1.5405,-2.6158,-2.7789
-0.3411,-0.6553,-3.7299,4.3958,1.3439,2.2029,-0.9564,0.2897
4.9299,3.2363,-2.1662,5.9857,2.8138,0.2938,1.2470,2.2914
3.6939,6.3900,0.7256,6.5382,1.6000,1.3432,0.4956,3.7185
1.4148,6.2680,2.6075,7.1099,3.5020,1.9875,4.4899,4.8191
3.8103,2.3906,0.8899,5.1546,3.8800,2.4452,4.4787,3.3993
0.5380,2.5156,-0.4696,6.3937,-0.2541,0.0384,-0.9210,-0.0635
2.1205,4.2719,-0.5873,10.1177,1.6351,0.4870,2.3692,0.1911
1.6137,0.0909,-3.1572,4.1532,-1.9751,-0.2972,-1.4900,4.1404
-2.2286,-0.0157,-1.0666,4.8906,-4.0654,-1.8344,-0.0382,-0.2369
-0.1193,0.0960,-1.2558,4.4800,-1.5473,-0.6156,-2.2188,1.4378
-1.1880,-2.9900,-3.7369,-0.6298,-3.2087,-2.1547,-2.5721,-0.5222
-0.5702,-1.9856,-4.1184,-0.2066,-0.9571,-3.9217,-3.1537,-2.5133
1.1498,-4.6507,-3.2759,-0.7984,-1.6960,0.7867,-1.1989,-2.5649
-2.0153,-4.0800,-4.5402,-3.8663,-0.6472,-1.4652,-5.0374,-3.2329
-2.9242,-3.3440,-4.1743,-1.1834,0.4994,1.1247,-2.5592,-6.0776
-3.5318,-7.0041,-1.0958,-9.4483,-0.0074,1.9169,-2.2876,-3.9125
-4.0504,-4.8289,-4.7271,-6.5807,-4.1430,-0.4647,-3.4621,-2.7206
-3.6689,-6.3300,-4.8690,-9.2942,-3.8717,-4.4341,-1.6376,-6.0241
-3.6676,-6.0101,-5.0408,-8.2543,-1.8844,-4.6559,-6.2966,-4.8852
-4.0666,-6.5452,-2.3525,-8.5202,-4.2785,-2.0962,-4.0168,-4.1754
-3.0246,-4.1967,-2.7259,-9.3675,-5.0752,-4.5433,-4.9486,-6.1540
-3.3947,-4.6406,-1.9741,-6.3134,-5.7450,-3.5877,-1.5641,-4.0912
0.2556,-3.3079,2.8347,-7.2034,-3.9122,-1.1543,-1.3581,-2.8734
-0.3138,0.2777,5.1237,-0.7897,-3.2148,0.8624,0.6847,0.0332
6.4635,3.9925,4.3562,1.7416,2.1824,2.7525,6.1273,2.2368
5.6217,6.3225,4.6381,5.2531,3.9731,4.5578,6.2976,5.6843
5.3944,9.0225,10.8424,8.6333,5.5758,6.5566,7.4138,11.6621
6.5128,9.9645,9.7313,9.8665,8.3633,9.7523,10.6030,10.0050
9.5637,11.2253,12.7823,11.1512,9.5397,9.8241,13.3150,12.5762
8.4701,10.3969,8.8385,10.4721,11.7283,8.2025,14.5888,11.7465
9.1706,14.5493,12.7106,10.8292,5.1329,9.0239,11.9601,13.5617
7.6146,8.7975,8.5973,13.0829,7.4536,5.5209,12.4185,12.4079
5.3444,7.9104,10.1404,12.2787,5.3373,2.6002,6.6426,9.9759
2.7061,5.9487,7.4198,8.1448,1.0523,1.0825,6.0855,7.2096
0.3778,6.4347,4.1686,6.6445,1.2882,-0.4848,4.4155,4.5017
0.8951,2.8269,3.1281,3.1061,-0.4244,-0.1466,2.9164,1.3004
1.9969,3.4596,2.8963,4.0110,0.2765,1.8485,1.6179,4.4070
0.3211,-1.0102,0.1588,0.9981,2.2637,-1.2076,1.0364,-1.1395
-2.5809,-1.1695,-0.9902,0.6600,0.9105,0.2848,-2.1589,-0.4963
-1.3051,-4.5224,-0.7740,-5.7806,0.5009,-1.2471,-2.8797,-1.4989
-2.0721,-1.8746,-7.9459,-7.1425,-1.6288,-1.3738,-4.9160,-5.6812
-5.3021,-8.8077,-4.9725,-8.1548,-4.4470,-4.4860,-8.1392,-5.1934
-5.2230,-8.4851,-8.8877,-9.1544,-4.1904,-4.2085,-8.8503,-7.5335
-6.8175,-9.7127,-11.7623,-11.6263,-3.9046,-6.0051,-10.6567,-7.8492
-9.8141,-11.3042,-13.3672,-13.2069,-9.6915,-6.5903,-12.0411,-12.4975
-8.2686,-12.7787,-12.0773,-10.4715,-10.1711,-8.2536,-12.4531,-14.4296
-7.9988,-12.4144,-10.2139,-9.8474,-8.8043,-10.7913,-12.2730,-13.1447
-6.4945,-10.9517,-10.9496,-10.6895,-9.9425,-6.8392,-12.0267,-11.0650
-5.0995,-9.1821,-7.0644,-5.0130,-8.2144,-6.7102,-7.6238,-9.4456
-6.7497,-4.8034,-9.6147,-2.5399,-5.5062,-4.5732,-8.7891,-7.6251
-3.7900,0.1382,-5.2750,-1.0929,-4.3827,-2.3481,-5.2497,-7.0320
0.6894,-0.9305,-4.8728,1.8140,-1.2791,-0.5946,2.9035,-0.5607
2.6954,0.6091,-0.3073,5.2476,3.3477,2.6193,-0.2105,4.3050
4.1868,4.6960,2.3303,5.3643,1.7461,4.4205,1.3836,4.1106
10.0445,10.1124,1.8230,8.3129,1.8928,1.6692,5.8912,5.7031
5.3380,5.6756,-0.4375,5.9536,3.1352,3.2721,2.3371,6.3114
5.8827,9.2975,4.3679,10.7269,4.3765,2.8961,5.1502,6.0987
4.9843,8.8171,4.9866,6.6927,1.8944,2.5741,8.3434,6.5222
3.8038,4.6592,4.9630,10.4239,0.4529,2.9397,2.2192,5.1296
1.7246,5.4681,6.0991,6.4502,0.5103,-0.7139,0.9666,3.4706
2.9320,6.2662,2.4686,5.1685,-2.3776,-0.5060,1.2221,2.2769
0.4880,2.6093,4.9054,2.9435,1.2995,-0.2113,4.5255,2.8045
1.3402,2.3443,5.4635,1.7732,1.8335,0.0561,4.7042,3.4883
1.0752,1.2711,0.7455,2.6115,1.4824,1.5756,2.1071,2.4019
1.9300,0.0153,3.5382,-4.9843,4.2874,3.9347,3.6401,3.0868
5.0363,-0.2448,1.8230,-1.0534,1.3525,1.4630,4.2015,2.7748
-1.8033,-2.1572,1.8511,-4.0993,4.4256,3.3754,4.0047,2.5734
1.1535,-1.5135,1.8031,-7.8844,2.0693,-0.7153,-0.0953,2.1984
-3.3589,-4.0157,-0.1446,-8.8635,-0.0032,-0.3404,-4.3538,-0.7845
-2.7079,-3.6493,-1.0136,-5.4854,-1.0298,-1.4942,-3.2313,-3.9617
-1.1920,-7.0802,-0.3053,-9.6116,-2.4877,0.1855,-3.4273,-3.3048
-3.1053,-4.3942,-2.0122,-9.4668,-1.3208,-3.5635,-3.4401,-2.9856
-4.5998,-3.0517,-1.6457,-4.8907,-4.8524,-6.5393,-2.9389,-5.4107
-3.2042,-5.9570,1.7506,-4.3088,-3.6433,-5.4978,0.0989,0.5036
0.2890,-0.4390,0.0668,-3.9283,0.5266,-0.9768,1.9894,0.2913
-0.0726,3.2048,4.0226,0.4185,0.0325,1.8465,1.8382,2.6677
3.1812,1.9964,4.9492,1.2472,4.3509,3.5633,5.8259,6.2265
4.5440,8.5153,2.7106,6.9505,7.3493,5.0515,6.5429,5.0612
4.6439,8.2799,4.9727,8.9920,5.3799,7.7259,7.3954,8.1597
9.3366,7.4802,7.9981,9.7049,7.3505,5.5191,9.2225,7.6979
6.8696,8.4980,4.4308,10.2573,4.0572,7.1302,7.7370,7.3525
2.0463,8.6688,4.4002,12.4421,5.6180,2.0379,9.7421,5.4971
4.0670,6.5608,4.5665,9.2157,2.9896,1.3330,2.9535,7.6095
1.2667,5.4669,3.5328,6.2982,1.4564,-1.9637,2.4577,2.6672
2.0164,1.3342,0.3129,7.1782,-1.9703,-1.4142,1.0720,2.3110
-1.7746,1.0825,-1.8963,7.7859,-4.7845,-2.3623,0.0734,-3.3983
-1.7751,-2.9844,-0.4830,1.1306,-2.2441,-2.8278,-0.2792,-0.4112
-1.5480,-2.4834,-1.4970,0.0412,-6.2464,-3.0585,-3.5254,-1.9104
-1.4767,-4.9255,-3.9846,-0.8658,-3.3984,-4.3137,-6.6936,-4.4141
-4.9529,-5.8218,-6.5446,-3.6106,-1.1629,-2.8600,-4.2404,-5.8446
-4.0899,-4.0155,-8.9975,-6.9736,-2.0997,-4.6337,-5.3084,-5.8408
-4.9084,-5.4573,-10.0423,-5.6707,0.3417,-0.5359,-10.3679,-4.0219
-5.9922,-7.4782,-8.8987,-5.5351,-1.7144,-3.7075,-8.5644,-11.2036
-3.3286,-11.3108,-9.7519,-10.0853,-5.3267,-5.0792,-12.0576,-8.4993
-6.3310,-11.2384,-8.6887,-12.6730,-5.6181,-3.2756,-11.6293,-11.9997
-9.5765,-9.6241,-9.8286,-14.0164,-6.9561,-8.7484,-12.5757,-11.2514
-6.6144,-11.2748,-12.5676,-11.0060,-10.0573,-9.3724,-10.0035,-11.5892
-4.4886,-7.2428,-7.6682,-8.6939,-9.1748,-9.4086,-10.2707,-11.0884
-5.0821,-8.4831,-9.0870,-7.8531,-7.7956,-7.0563,-10.7574,-8.8448
-7.1698,-6.3072,-5.9775,-6.1296,-8.3052,-4.6034,-5.0940,-8.1154
-3.3242,-3.9372,-2.4344,-4.0786,-2.7551,-1.7168,-5.5280,-1.8335
1.9004,0.2003,2.9935,-1.6382,-0.3736,3.8580,0.4952,-2.6912
1.5364,3.2449,7.4745,4.4468,0.3170,-0.5478,2.1563,4.1870
5.5565,7.6574,6.3116,7.4967,5.8572,6.1640,5.8656,5.9243
7.7928,10.5081,7.3151,6.2473,8.0283,6.1188,9.5855,7.0727
6.2814,9.5428,10.0479,12.7345,8.1048,6.8846,11.2281,10.7495
7.9019,9.4905,11.6445,12.2541,7.1979,6.7544,13.2228,8.8820
2.8232,8.6894,10.3233,13.7924,7.7722,5.5219,11.0981,11.2811
5.4019,11.5257,13.4840,9.3037,6.6794,8.1858,11.0920,8.4980
5.5980,8.0173,10.7246,8.3307,4.8069,5.6093,9.0157,10.3642
3.1406,5.1626,10.4291,8.7917,2.0152,3.2869,8.8317,7.1722
6.6446,7.6772,9.7956,8.1077,2.9957,4.6073,8.1143,6.7786
1.4429,9.6091,8.4175,8.1947,4.1808,0.1188,6.2934,6.8818
2.4924,4.7094,7.9310,4.5889,1.6797,0.5786,2.7986,4.3454
2.9714,4.8274,4.5270,1.1264,6.0693,-0.3445,5.0575,4.4733
4.4674,2.4393,3.2679,-2.1230,2.3629,2.1022,4.0356,1.2180
-0.5508,0.7155,0.9663,-0.8077,3.0476,3.2415,1.1609,3.1275
2.3305,0.5502,1.6593,-6.1039,1.2842,2.4472,-1.3408,3.2332
-0.7224,-3.1506,0.4782,-4.0613,1.3369,1.2260,0.9521,2.9266
-3.7316,-4.2577,-1.6710,-8.4976,-3.3602,-2.8634,-2.4933,-3.0937
-3.0941,-5.9642,-1.3617,-6.8303,-3.5095,-1.4857,-5.4547,-3.9288
-4.7854,-8.8334,-5.1052,-8.7820,-6.1241,-4.1265,-8.3610,-9.3264
-6.8191,-7.0936,-4.8994,-9.9203,-5.5848,-4.6882,-8.8613,-5.3745
-6.0160,-8.8002,-7.8445,-9.6860,-4.8368,-9.1676,-5.9088,-6.6984
-6.1993,-8.7850,-6.5697,-7.9113,-5.0135,-5.5153,-7.0922,-8.0246
-4.3054,-5.2016,-4.2560,-4.6568,-8.3576,-6.5818,-6.8323,-4.1506
-1.8633,-5.1585,-2.9816,-2.6701,0.0630,-3.5961,-3.4137,-4.5599
1.3561,-1.3210,-3.4641,-0.9842,-0.4829,-0.1243,-3.3173,-2.7827
-1.1263,0.9864,-1.8974,2.2729,-0.1369,1.1645,2.1735,0.6353
5.3308,4.5953,-3.0083,4.9345,2.7352,1.2222,3.6086,-0.0156
0.0550,5.0141,-0.5186,3.4036,3.5017,3.2468,1.9572,4.1895
2.9740,4.8530,1.7169,8.4241,2.1510,0.8540,2.1087,1.4677
3.7079,5.9730,1.2193,6.7238,2.6237,4.0522,-1.1401,1.2120
2.4215,6.0853,0.7510,6.2700,0.0888,0.6921,-0.2224,0.6355
0.0058,3.6975,-0.5116,4.7195,-1.1081,1.1762,-1.1077,2.0408
-0.4363,1.5802,-1.2710,3.3830,-2.8670,-2.6273,-0.0714,-1.1994
-1.7371,-1.6465,-2.9639,2.5732,-4.8827,-3.5191,-1.8130,-3.3457
-2.4484,-2.3267,-1.5310,1.9054,-2.8250,-4.1900,-4.1341,-3.0246
-0.5328,-1.9953,-2.4273,4.1825,-1.9005,-1.4642,-3.0371,-2.6634
-1.2678,-3.0579,-2.6753,-1.2725,-1.3241,-3.1605,-2.1180,-4.6475
-2.7348,-2.9301,-4.4638,-1.9386,-0.0285,-0.2915,-2.2253,-4.7446
-0.2979,-3.0930,-7.1151,-3.2844,-0.0710,-1.1311,-6.0275,-0.0110
-1.3326,-3.0291,-2.4294,-5.2894,-1.0400,-3.2049,-3.6633,-4.7618
-0.9782,-4.7203,-4.9636,-7.0615,0.8158,-1.2992,-6.0146,-4.4242
-1.8823,-4.7599,-5.6507,-9.9617,-3.1860,-2.9184,-3.1840,-5.0874
-4.7968,-6.2038,-3.2913,-6.8586,-3.5408,-2.1390,-3.9485,-5.7567
-5.0196,-9.8020,-4.6575,-6.7014,-4.7249,-5.0642,-6.8502,-4.5711
-3.3607,-8.2901,-1.8789,-11.7062,-2.4602,-2.6913,-6.6018,-4.0305
-3.3498,-6.4590,-1.5286,-9.8039,-2.8754,-4.4262,-5.4813,-5.2484
-3.4456,-6.6430,0.0254,-7.0766,-2.9761,-3.9735,-6.7934,-5.2689
-1.7487,-1.7639,-1.1962,-5.8633,-0.6847,-1.3087,-0.8426,0.5651
1.9997,2.3904,4.8122,-0.9356,-1.5010,1.2638,0.8572,1.1235
1.4959,5.0057,5.6487,0.2020,2.8572,2.3042,5.6235,6.7637
5.5038,5.9291,6.8840,7.5427,4.6830,3.7140,5.3873,3.6665
6.3769,11.1977,9.5462,8.8320,8.2960,4.3647,8.6042,9.8260
7.7926,11.2405,8.0939,9.6339,8.2926,7.4364,9.1185,14.2562
10.4882,11.7140,12.2094,12.4696,8.4163,8.0679,10.8801,11.8566
10.0434,11.5807,10.2496,13.4525,9.3998,8.7491,10.7278,12.1625
9.3199,11.4712,9.3427,11.0516,8.7150,6.8830,13.2874,12.2367
8.8630,10.0811,8.1305,10.0785,4.7120,6.7464,9.3938,9.6030
5.4851,9.2054,10.7133,10.2414,3.7861,2.9582,8.8661,8.2117
4.9992,7.2671,6.4545,9.7944,0.6333,2.1354,6.1792,6.2437
