time_s,amplitude_uV
0.496094,-0.191645
0.500000,-0.127950
0.503906,-0.231423
0.507812,-0.073396
0.511719,-0.069948
0.515625,0.666491
0.519531,0.875315
0.523438,0.922619
0.527344,1.100832
0.531250,1.167114
0.535156,0.789736
0.539062,0.344875
0.542969,-0.194896
0.546875,-1.303565
0.550781,-1.954547
0.554688,-2.264414
0.558594,-1.611757
0.562500,-1.502530
0.566406,-1.072523
0.570312,-0.842189
0.574219,-0.606121
0.578125,-0.325611
0.582031,-0.488419
0.585938,-0.450565
0.589844,-0.366747
0.593750,-0.063326
0.597656,0.715681
0.601562,1.331601
0.605469,2.070518
0.609375,1.847935
0.613281,1.808309
0.617188,1.028999
0.621094,0.254868
0.625000,-0.334445
0.628906,-0.769215
0.632812,-0.440292
0.636719,-1.021945
0.640625,-0.499371
0.644531,-0.588792
0.648438,-0.009091
0.652344,-0.022603
0.656250,-0.154199
0.660156,-0.208742
0.664062,-0.360890
0.667969,-0.024940
0.671875,0.103263
0.675781,0.422828
0.679688,0.951015
0.683594,1.701004
0.687500,2.223219
0.691406,1.872433
0.695312,1.435663
0.699219,0.901700
0.703125,0.398376
0.707031,-0.462078
0.710938,-1.044556
0.714844,-0.958811
0.718750,-1.102059
0.722656,-0.769279
0.726562,-0.922039
0.730469,-1.167775
0.734375,-1.271250
0.738281,-0.810596
0.742188,-0.912098
0.746094,-1.271788
0.750000,-1.076637
0.753906,-0.246912
0.757812,-0.144871
0.761719,0.535498
0.765625,1.348359
0.769531,1.386641
0.773438,1.394175
0.777344,1.007493
0.781250,0.576761
0.785156,0.232780
0.789062,-0.476036
0.792969,-0.612408
0.796875,-1.191299
0.800781,-0.687753
0.804688,-0.704782
0.808594,-0.699985
0.812500,-0.668229
0.816406,-0.696995
0.820312,-0.605744
0.824219,-1.119873
0.828125,-0.718054
0.832031,-0.446230
0.835938,0.172750
0.839844,1.131314
0.843750,1.681807
0.847656,2.284497
0.851562,2.127578
0.855469,1.841048
0.859375,1.505470
0.863281,1.046057
0.867188,0.502697
0.871094,-0.144364
0.875000,-0.123323
0.878906,-0.159180
0.882812,0.298985
0.886719,0.131905
0.890625,-0.566079
0.894531,-0.728988
0.898438,-1.304216
0.902344,-1.421810
0.906250,-1.362325
0.910156,-1.049797
0.914062,-1.032872
0.917969,-0.415417
0.921875,-0.049824
0.925781,0.912048
0.929688,1.063275
0.933594,1.201318
0.937500,0.884686
0.941406,0.612505
0.945312,-0.194023
0.949219,-0.527504
0.953125,-0.042157
0.957031,-0.799912
0.960938,-0.742045
0.964844,-0.141859
0.968750,-0.011631
0.972656,-1.046977
0.976562,-1.210754
0.980469,-1.400373
0.984375,-1.332111
0.988281,-1.847208
0.992188,-1.377858
0.996094,-0.587323
1.000000,0.086953
1.003906,0.667560
1.007812,1.302038
1.011719,1.374857
1.015625,1.630215
1.019531,1.415406
1.023438,1.183538
1.027344,0.701598
1.031250,0.686953
1.035156,0.711785
1.039062,0.553774
1.042969,0.612778
1.046875,0.478638
1.050781,0.234112
1.054688,-0.301834
1.058594,-0.568058
1.062500,-1.079516
1.066406,-0.888572
1.070312,-0.961087
1.074219,-0.867412
1.078125,-0.532245
1.082031,0.062105
1.085938,1.125284
1.089844,1.343518
1.093750,1.521475
1.097656,0.954751
1.101562,1.197015
1.105469,0.762396
1.109375,0.173345
1.113281,0.149159
1.117188,0.257254
1.121094,0.215319
1.125000,0.082987
1.128906,-0.093211
1.132812,-0.517778
1.136719,-0.967045
1.140625,-1.255943
1.144531,-2.493568
1.148438,-2.205849
1.152344,-1.981715
1.156250,-1.514986
1.160156,-1.005146
1.164062,-0.589629
1.167969,0.414995
1.171875,1.069650
1.175781,0.547822
1.179688,0.961690
1.183594,0.564466
1.187500,0.480334
1.191406,0.245642
1.195312,0.469245
1.199219,0.938018
1.203125,0.897796
1.207031,1.087658
1.210938,0.729636
1.214844,0.136534
1.218750,-0.160459
1.222656,-0.952383
1.226562,-1.229601
1.230469,-1.524876
1.234375,-1.206384
1.238281,-0.853928
1.242188,0.121379
1.246094,0.303540
1.250000,1.156470
1.253906,1.197754
1.257812,1.491080
1.261719,1.290956
1.265625,1.361747
1.269531,1.069036
1.273438,0.644278
1.277344,1.063039
1.281250,0.953409
1.285156,1.076413
1.289062,1.264616
1.292969,0.633461
1.296875,-0.276961
1.300781,-1.047278
1.304688,-1.452835
1.308594,-2.083747
1.312500,-2.041629
1.316406,-1.604084
1.320312,-0.975540
1.324219,-0.546197
1.328125,-0.652518
1.332031,0.175028
1.335938,0.244339
1.339844,0.283368
1.343750,0.446114
1.347656,-0.313054
1.351562,0.077185
1.355469,0.526388
1.359375,0.350750
1.363281,1.152857
1.367188,0.939658
1.371094,0.793486
1.375000,0.027233
1.378906,-0.329104
1.382812,-0.915164
1.386719,-1.565186
1.390625,-1.775000
1.394531,-1.662863
1.398438,-1.515027
1.402344,-0.842448
1.406250,-0.302115
1.410156,0.236295
1.414062,0.618803
1.417969,0.308121
1.421875,0.513805
1.425781,0.874254
1.429688,0.571052
1.433594,0.825001
1.437500,1.380403
1.441406,1.834177
1.445312,1.840290
1.449219,2.022431
1.453125,1.557806
1.457031,0.946032
1.460938,0.165294
1.464844,-0.156580
1.468750,-1.145444
1.472656,-1.704652
1.476562,-0.895930
1.480469,-1.011300
1.484375,-0.517885
1.488281,0.056521
1.492188,-0.325018
1.496094,-0.204222
1.500000,-0.320256
1.503906,-0.204935
1.507812,0.092493
1.511719,0.310226
1.515625,0.594716
1.519531,0.637206
1.523438,0.754760
1.527344,1.314819
1.531250,1.010056
1.535156,0.713988
1.539062,0.085920
1.542969,-0.750020
1.546875,-1.234420
1.550781,-1.710797
1.554688,-1.731992
1.558594,-1.806234
1.562500,-1.375864
1.566406,-0.950096
1.570312,-0.555664
1.574219,-0.656711
1.578125,-0.434573
1.582031,-0.572996
1.585938,-0.442347
1.589844,0.006288
1.593750,-0.127002
1.597656,0.553648
1.601562,1.045920
1.605469,1.250209
1.609375,1.686227
1.613281,1.761648
1.617188,1.071882
1.621094,0.531415
1.625000,0.076422
1.628906,-0.358632
1.632812,-0.879814
1.636719,-0.586950
1.640625,-0.648644
1.644531,-0.575687
1.648438,-0.314285
1.652344,-0.395701
1.656250,-0.300499
1.660156,-0.272193
1.664062,-0.069215
1.667969,0.229999
1.671875,-0.082176
1.675781,0.746515
1.679688,0.998494
1.683594,1.761426
1.687500,1.881184
1.691406,1.474254
1.695312,1.645050
1.699219,0.723535
1.703125,0.030395
1.707031,-0.719905
1.710938,-1.093227
1.714844,-1.094491
1.718750,-1.225659
1.722656,-1.010697
1.726562,-0.886301
1.730469,-0.658749
1.734375,-1.066175
1.738281,-1.436154
1.742188,-1.043386
1.746094,-1.302182
1.750000,-0.777082
1.753906,-0.462526
1.757812,0.050310
1.761719,0.784198
1.765625,1.609896
1.769531,1.880958
1.773438,1.409075
1.777344,1.072219
1.781250,0.724494
1.785156,-0.217849
1.789062,-0.427539
1.792969,-0.746368
1.796875,-0.718483
1.800781,-0.844683
1.804688,-0.854049
1.808594,-0.870819
1.812500,-0.716076
1.816406,-0.721906
1.820312,-0.847563
1.824219,-0.467148
1.828125,-0.502981
1.832031,-0.541814
1.835938,0.307826
1.839844,0.849347
1.843750,1.517312
1.847656,2.054083
1.851562,2.282313
1.855469,1.912385
1.859375,1.763012
1.863281,0.769170
1.867188,0.468650
1.871094,0.592048
1.875000,-0.096805
1.878906,0.081817
1.882812,-0.186206
1.886719,-0.127308
1.890625,-0.406787
1.894531,-0.705593
1.898438,-1.167424
1.902344,-1.217608
1.906250,-1.595753
1.910156,-1.157851
1.914062,-0.669998
1.917969,-0.211281
1.921875,0.322384
1.925781,1.035374
1.929688,1.214023
1.933594,1.494315
1.937500,0.693777
1.941406,0.564236
1.945312,-0.240640
1.949219,-0.533107
1.953125,-0.195234
1.957031,-0.363390
1.960938,-0.666584
1.964844,-0.809742
1.968750,-1.185551
1.972656,-0.921362
1.976562,-0.653021
1.980469,-1.381707
1.984375,-1.789765
1.988281,-1.556820
1.992188,-1.640994
1.996094,-0.802255
2.000000,0.019895
2.003906,0.725571
2.007812,1.486964
2.011719,1.718765
2.015625,1.811515
2.019531,1.331009
2.023438,1.316667
2.027344,1.138451
2.031250,0.398615
2.035156,0.331702
2.039062,0.789845
2.042969,0.504158
2.046875,0.748771
2.050781,0.145588
2.054688,0.133487
2.058594,-0.605060
2.062500,-1.008412
2.066406,-0.994262
2.070312,-1.348112
2.074219,-1.132805
2.078125,-0.469346
2.082031,0.375054
2.085938,0.573903
2.089844,1.418462
2.093750,1.317692
2.097656,1.533231
2.101562,0.532675
2.105469,0.514198
2.109375,0.058137
2.113281,0.078218
2.117188,0.254043
2.121094,0.168981
2.125000,0.090746
2.128906,-0.104351
2.132812,-0.426704
2.136719,-1.199265
2.140625,-1.408872
2.144531,-1.847703
2.148438,-2.081472
2.152344,-1.905711
2.156250,-1.514901
2.160156,-0.523748
2.164062,-0.255703
2.167969,0.287979
2.171875,0.573475
2.175781,0.648142
2.179688,0.540030
2.183594,0.452411
2.187500,0.478463
2.191406,0.523081
2.195312,0.546364
2.199219,0.524902
2.203125,0.961302
2.207031,0.889078
2.210938,0.462224
2.214844,-0.081867
2.218750,-0.399560
2.222656,-1.002586
2.226562,-1.684825
2.230469,-1.479158
2.234375,-1.167286
2.238281,-0.894382
2.242188,-0.038569
2.246094,0.248237
2.250000,1.267237
2.253906,1.485474
2.257812,1.206327
2.261719,1.213473
2.265625,0.515633
2.269531,0.691612
2.273438,0.899930
2.277344,0.862003
2.281250,1.330690
2.285156,1.579528
2.289062,0.727047
2.292969,0.338462
2.296875,-0.090086
2.300781,-0.522312
2.304688,-1.703866
2.308594,-1.790628
2.312500,-1.543141
2.316406,-1.996838
2.320312,-1.462816
2.324219,-0.752671
2.328125,-0.298378
2.332031,0.276675
2.335938,0.278264
2.339844,-0.154403
2.343750,0.225954
2.347656,-0.015914
2.351562,0.450295
2.355469,0.282689
2.359375,0.539746
2.363281,0.965894
2.367188,1.018572
2.371094,0.713789
2.375000,-0.195698
2.378906,-0.384250
2.382812,-1.335720
2.386719,-1.564706
2.390625,-2.106627
2.394531,-1.627667
2.398438,-1.503677
2.402344,-1.069470
2.406250,-0.128846
2.410156,0.207945
2.414062,0.296043
2.417969,0.810064
2.421875,0.450676
2.425781,0.584384
2.429688,0.773552
2.433594,0.865518
2.437500,1.434169
2.441406,1.558609
2.445312,1.755677
2.449219,2.029168
2.453125,1.178330
2.457031,0.295112
2.460938,0.376658
2.464844,-0.112245
2.468750,-1.185465
2.472656,-1.691315
2.476562,-1.278877
2.480469,-0.977004
2.484375,-0.577446
2.488281,-0.428066
2.492188,0.111346
2.496094,0.151009
2.500000,-0.298881
2.503906,0.093732
2.507812,0.415103
2.511719,0.239781
2.515625,0.471996
2.519531,0.891359
2.523438,1.339832
2.527344,0.957814
2.531250,1.137290
2.535156,0.544018
2.539062,0.315094
2.542969,-0.812503
2.546875,-1.052869
2.550781,-1.977387
2.554688,-1.720553
2.558594,-1.601420
2.562500,-1.513751
2.566406,-0.953972
2.570312,-0.477266
2.574219,-0.642721
2.578125,-0.877199
2.582031,-0.523341
2.585938,-0.599323
2.589844,-0.228084
2.593750,0.255293
2.597656,0.471812
2.601562,1.019226
2.605469,1.813345
2.609375,1.717336
2.613281,1.098812
2.617188,1.285827
2.621094,0.546331
2.625000,-0.284196
2.628906,-0.887536
2.632812,-0.698825
2.636719,-0.787797
2.640625,-0.190549
2.644531,-0.324169
2.648438,-0.117865
2.652344,-0.132979
2.656250,0.040483
2.660156,-0.075573
2.664062,0.020413
2.667969,-0.218419
2.671875,0.107179
2.675781,0.572129
2.679688,1.364763
2.683594,1.966161
2.687500,1.815633
2.691406,1.755480
2.695312,1.522207
2.699219,0.795383
2.703125,0.327586
2.707031,-0.956310
2.710938,-1.127711
2.714844,-1.336552
2.718750,-1.651882
2.722656,-1.269158
2.726562,-1.141717
2.730469,-0.963102
2.734375,-0.775024
2.738281,-1.189794
2.742188,-1.462993
2.746094,-1.247275
2.750000,-0.790165
2.753906,-0.734393
2.757812,-0.105577
2.761719,0.826153
2.765625,1.175386
2.769531,1.595059
2.773438,1.392470
2.777344,1.180514
2.781250,0.302230
2.785156,-0.051134
2.789062,-0.536291
2.792969,-0.984374
2.796875,-1.093961
2.800781,-0.540859
2.804688,-0.606326
2.808594,-0.660678
2.812500,-0.511835
2.816406,-0.404567
2.820312,-1.245072
2.824219,-1.153922
2.828125,-0.908757
2.832031,-0.057160
2.835938,0.294802
2.839844,1.084226
2.843750,1.346152
2.847656,1.793110
2.851562,2.248042
2.855469,1.991891
2.859375,1.659990
2.863281,0.960023
2.867188,0.523011
2.871094,0.104137
2.875000,0.014132
2.878906,-0.043424
2.882812,-0.528485
2.886719,-0.692918
2.890625,-0.195082
2.894531,-0.433967
2.898438,-1.215652
2.902344,-1.675635
2.906250,-1.405639
2.910156,-1.104800
2.914062,-0.527536
2.917969,-0.181328
2.921875,0.305290
2.925781,0.765955
2.929688,1.278048
2.933594,1.247353
2.937500,0.857045
2.941406,1.041108
2.945312,0.514556
2.949219,-0.006886
2.953125,-0.652177
2.957031,-0.371423
2.960938,-0.394762
2.964844,-0.420732
2.968750,-0.342712
2.972656,-0.685589
2.976562,-0.989101
2.980469,-1.341302
2.984375,-1.609692
2.988281,-2.006558
2.992188,-1.312079
2.996094,-0.854029
3.000000,-0.255968
3.003906,1.079154
3.007812,1.674602
3.011719,1.921680
3.015625,1.728893
3.019531,1.738809
3.023438,1.139515
3.027344,0.853223
3.031250,0.373951
3.035156,0.588640
3.039062,0.534765
3.042969,0.281897
3.046875,0.457767
3.050781,0.218149
3.054688,0.201990
3.058594,-0.452515
3.062500,-1.057769
3.066406,-1.257448
3.070312,-1.266915
3.074219,-0.985164
3.078125,-0.596119
3.082031,0.254377
3.085938,0.737835
3.089844,1.040905
3.093750,1.527690
3.097656,1.381921
3.101562,0.654186
3.105469,0.646975
3.109375,0.594571
3.113281,0.455309
3.117188,0.409677
3.121094,0.212609
3.125000,-0.027588
3.128906,-0.289253
3.132812,-0.398461
3.136719,-0.921702
3.140625,-1.292776
3.144531,-1.760241
3.148438,-2.184925
3.152344,-2.265859
3.156250,-1.638006
3.160156,-0.887316
3.164062,-0.278701
3.167969,0.233817
3.171875,0.774757
3.175781,0.753803
3.179688,0.663311
3.183594,0.692461
3.187500,0.412200
3.191406,0.505043
3.195312,0.590777
3.199219,0.450123
3.203125,0.685017
3.207031,1.028751
3.210938,0.261738
3.214844,-0.374614
3.218750,-0.881615
3.222656,-1.034359
3.226562,-1.389016
3.230469,-1.489084
3.234375,-0.976855
3.238281,-1.249010
3.242188,0.002649
3.246094,0.851489
3.250000,0.774444
3.253906,1.159923
3.257812,1.106252
3.261719,0.961913
3.265625,0.932365
3.269531,1.208378
3.273438,1.326163
3.277344,1.009242
3.281250,1.568822
3.285156,1.187184
3.289062,1.313108
3.292969,0.487295
3.296875,-0.110964
3.300781,-0.771440
3.304688,-0.823620
3.308594,-1.670178
3.312500,-2.048854
3.316406,-1.472687
3.320312,-1.278969
3.324219,-0.765899
3.328125,-0.012540
3.332031,0.120372
3.335938,0.285647
3.339844,0.203387
3.343750,0.190189
3.347656,0.184587
3.351562,-0.191988
3.355469,0.541521
3.359375,0.470665
3.363281,0.569208
3.367188,0.854304
3.371094,0.640966
3.375000,0.002720
3.378906,-0.325651
3.382812,-1.397293
3.386719,-1.693150
3.390625,-1.938855
3.394531,-1.726249
3.398438,-1.286585
3.402344,-1.014521
3.406250,-0.126754
3.410156,0.172216
3.414062,0.040449
3.417969,0.128110
3.421875,0.536343
3.425781,0.533769
3.429688,0.699085
3.433594,0.983855
3.437500,1.385054
3.441406,1.854829
3.445312,1.615784
3.449219,1.522245
3.453125,1.167782
3.457031,0.835452
3.460938,0.303460
3.464844,-0.708379
3.468750,-1.604751
3.472656,-1.644746
3.476562,-1.383388
3.480469,-1.031305
3.484375,-0.621138
3.488281,-0.197673
3.492188,-0.066915
3.496094,0.255975
3.500000,-0.135203
3.503906,-0.218571
3.507812,0.100341
3.511719,-0.101740
3.515625,0.617399
3.519531,0.940270
3.523438,1.187292
3.527344,1.621603
3.531250,0.979970
3.535156,1.034170
3.539062,-0.099557
3.542969,-1.033072
3.546875,-1.372463
3.550781,-1.971888
3.554688,-1.988356
3.558594,-1.585893
3.562500,-1.228825
3.566406,-1.113885
3.570312,-0.522288
3.574219,-0.346461
3.578125,-0.251546
3.582031,-0.413946
3.585938,-0.146152
3.589844,-0.535776
3.593750,0.208029
3.597656,0.639542
3.601562,1.366203
3.605469,1.602642
3.609375,1.788649
3.613281,1.988196
3.617188,1.094914
3.621094,0.574616
3.625000,-0.187875
3.628906,-0.609027
3.632812,-0.864783
3.636719,-0.768003
3.640625,-0.434008
3.644531,-0.078728
3.648438,-0.133481
3.652344,0.018316
3.656250,-0.353045
3.660156,-0.218165
3.664062,-0.041874
3.667969,0.059039
3.671875,0.236582
3.675781,0.845228
3.679688,1.304756
3.683594,1.906548
3.687500,1.965273
3.691406,1.769295
3.695312,1.526559
3.699219,0.258416
3.703125,0.213752
3.707031,-1.235637
3.710938,-1.307063
3.714844,-1.089715
3.718750,-1.092305
3.722656,-1.308916
3.726562,-1.101106
3.730469,-0.648773
3.734375,-1.094424
3.738281,-0.692198
3.742188,-1.257215
3.746094,-1.154277
3.750000,-0.676625
3.753906,-0.512996
3.757812,-0.123931
3.761719,0.692498
3.765625,1.212571
3.769531,1.192614
3.773438,1.344033
3.777344,0.891743
3.781250,0.694117
3.785156,-0.041794
3.789062,-0.550713
3.792969,-0.762432
3.796875,-0.736641
3.800781,-0.554646
3.804688,-0.736078
3.808594,-0.664540
3.812500,-0.271663
3.816406,-0.712638
3.820312,-1.072293
3.824219,-0.765832
3.828125,-0.631506
3.832031,-0.655539
3.835938,0.284181
3.839844,1.077879
3.843750,1.649062
3.847656,2.143414
3.851562,1.877625
3.855469,2.046444
3.859375,1.489718
3.863281,0.900999
3.867188,0.641493
3.871094,0.368369
3.875000,0.217453
3.878906,0.058135
3.882812,-0.226457
3.886719,-0.172920
3.890625,-0.242066
3.894531,-0.647276
3.898438,-0.985374
3.902344,-1.138918
3.906250,-1.437303
3.910156,-1.436825
3.914062,-0.969950
3.917969,-0.157805
3.921875,0.380232
3.925781,1.012623
3.929688,1.409774
3.933594,1.232237
3.937500,1.211308
3.941406,0.707126
3.945312,-0.089440
3.949219,0.054366
3.953125,-0.568155
3.957031,-0.873446
3.960938,-0.731696
3.964844,-0.713451
3.968750,-0.582210
3.972656,-0.867433
3.976562,-1.204471
3.980469,-1.344743
3.984375,-1.609875
3.988281,-1.586627
3.992188,-1.246837
3.996094,-0.619564
