Fz,Cz,Pz,Oz,F3,F4,C3,C4
-5.488165182953991250e-01,-1.409207876153552919e+00,-9.489289208569838818e-01,-1.011686208587836866e+00,-6.039259986324911900e-01,-6.329602507978751014e-01,-7.591387847284032375e-01,-9.534671127026166371e-01
-5.980638365180981353e-01,-1.038783879973153246e+00,-3.909981244206620077e-01,-1.383794906244387946e+00,-1.030440209060555778e+00,-7.772295667016948517e-01,-5.106246787020081168e-01,-1.386839401760428414e+00
-7.251497391828053418e-01,-1.350289441802947188e+00,-2.331967015464285753e-01,-1.027318141622920455e+00,-9.781925430943998467e-01,-1.085019448823064003e+00,-1.278725362804551846e+00,-1.111425234584507482e+00
-2.817683575965283183e+00,-3.435459730002497380e+00,-3.273598560593256934e+00,-3.072030508035361596e+00,-3.842511493208472295e+00,-3.510722675150914629e+00,-3.406146589534613245e+00,-3.820207210300086587e+00
-6.457698936880268192e+00,-6.985733631771524621e+00,-6.116806920721077567e+00,-5.984475940454655252e+00,-6.422249534435493068e+00,-6.217606754393361967e+00,-6.140046713990501281e+00,-7.214223000424360599e+00
-6.796542155292907950e+00,-6.757022390257986011e+00,-6.358720560275434863e+00,-6.377492114692449476e+00,-7.150381502243837062e+00,-6.655940955188867747e+00,-7.066892327692331222e+00,-6.973050835291605409e+00
-5.099397703332339660e+00,-4.843143861907353021e+00,-5.379479175773138167e+00,-4.530645510291375189e+00,-5.068557542012799288e+00,-5.324326269273030654e+00,-4.840385627697918025e+00,-5.347241107298358109e+00
-4.677453596308563277e+00,-3.882720153515524686e+00,-4.901838285221336022e+00,-4.101228609116780000e+00,-4.961684146369215398e+00,-4.506134756049783974e+00,-4.712084278595799702e+00,-5.202473125406075205e+00
-5.609583014631277287e+00,-5.853065014563391344e+00,-5.454239035430719085e+00,-5.190749056389242000e+00,-6.061191600074486097e+00,-5.836276941372170235e+00,-5.106589359499454694e+00,-6.079132959833065897e+00
-4.065737209325272161e+00,-3.446109074088865576e+00,-4.008428918784985306e+00,-4.168150799299053411e+00,-4.322880376159438320e+00,-3.445231121685904174e+00,-4.188235088325857447e+00,-4.404899317694218830e+00
-2.121151008190854392e-01,9.043920494492763140e-03,-7.046660225747630735e-01,-2.843676733954599856e-01,1.964348690509556961e-01,-1.186839881431163424e-01,-3.597230652595761469e-01,-3.119668876840163418e-02
2.563176204903544697e+00,2.354790363492595962e+00,1.871195066050996614e+00,2.190617807277718043e+00,2.175626100532777052e+00,1.736469121809340876e+00,2.177551411637728584e+00,2.473195502347693697e+00
1.306028802242596987e+00,1.799675876019348753e+00,1.566721724281031403e+00,1.930490947415975933e+00,1.388846658100963305e+00,1.257845643295628646e+00,1.014626540669927302e+00,1.879889339124610093e+00
1.243880924063806903e+00,1.924060854813064658e+00,1.406074623916858890e+00,2.020524219809444855e+00,1.818261119341707088e+00,8.744491567351430072e-01,1.324902444061596407e+00,2.416608420184265693e+00
3.053429516302724078e+00,3.733561943618828316e+00,3.005742015081044993e+00,3.737246318347478002e+00,3.641644593331315072e+00,3.071821855734921947e+00,3.189663312424038111e+00,4.178708618566734145e+00
4.240327170543991997e+00,5.084524607010010300e+00,3.633062856210945935e+00,4.470604039967635224e+00,5.527369321864689766e+00,4.570488601830725806e+00,4.098336689854926718e+00,5.171309568172858917e+00
2.003614079012365767e+00,2.233429882619148099e+00,1.194837595388565488e+00,2.370254724149736703e+00,2.217290958179650495e+00,2.673264906844122102e+00,2.068493557273054506e+00,2.559216853998878438e+00
-9.850255322687473392e-01,1.845347013990984997e-01,-1.073093446837908305e+00,-5.246771014773337072e-01,-5.888602520331368551e-01,-2.722326278964308788e-01,-5.767613939198524831e-01,-2.650953430366528307e-01
-1.104165642323217345e+00,-2.053871610314795537e-01,-1.022462308308206058e+00,-1.678608972284710843e-01,3.332467875670336310e-02,-3.335580235797703796e-01,-8.303258819221512876e-01,4.618805675323751914e-02
-2.452054597440400663e-01,8.055649193025207211e-01,7.483075344190154299e-03,5.207301249283916578e-01,-1.354638253970547046e-01,4.453839065753847914e-01,2.971811443808934361e-01,4.031956350412384538e-01
-1.189377712330284664e+00,-9.722094633296096688e-01,-1.474769721543240486e+00,-1.038602319780208783e+00,-1.013155021659978505e+00,-1.140815532654555486e+00,-7.110854780091633298e-01,-5.490207533849088550e-01
-3.221672443381669471e+00,-2.724287664323991720e+00,-3.269825777328749350e+00,-2.745077551262862681e+00,-2.597306905145164269e+00,-2.402086067682865256e+00,-3.527669525306593723e+00,-3.175783029340253805e+00
-2.681454295289072753e+00,-2.021426654088670727e+00,-2.825163252947021864e+00,-2.364818813098904737e+00,-2.739545378653140517e+00,-2.627658773269262227e+00,-2.716681010583649414e+00,-2.155958632030830380e+00
-8.257634507281407243e-01,-4.724371610333983895e-01,-3.376888895767585219e-01,-1.934372608202910571e-01,-1.121661666392449241e+00,1.136816917103919966e-01,-6.896573456681411862e-01,-4.610218629980293858e-01
-4.969667520036722408e-01,-6.507340927009388487e-01,-1.917900301461110124e-01,-3.598202851378807798e-01,-7.723516491938355877e-01,-1.975095367113355316e-01,-6.722387791384217826e-01,-1.327874546748398776e-01
-2.603033667696156517e+00,-3.163486193924269774e+00,-2.709095538723501395e+00,-2.660368564955085446e+00,-2.387136671499017204e+00,-3.322078915549616429e+00,-3.272378040821309231e+00,-3.012108262283500704e+00
-3.218052725316043361e+00,-3.656941400702752087e+00,-3.605550601590284732e+00,-3.285532737246133816e+00,-3.434930558615272300e+00,-3.700302911391667227e+00,-3.032464072331238825e+00,-3.672488380621815374e+00
-1.678623198814076289e+00,-2.778417835708967942e+00,-1.215749573219295332e+00,-2.128621619563252132e+00,-2.510579487718428204e+00,-2.352419083461585014e+00,-2.338050426493571976e+00,-2.149917133811002579e+00
-1.932105514368466004e+00,-2.639654088840575064e+00,-1.633124539546432885e+00,-2.005601175174423823e+00,-2.553735573644404955e+00,-2.181348618609455059e+00,-1.823115099567609310e+00,-2.095545292293223394e+00
-4.271813495837816888e+00,-4.747524229440374555e+00,-4.689096547400561477e+00,-4.753451186694203301e+00,-4.999858504168405382e+00,-4.573561574476645575e+00,-4.743605552262558867e+00,-4.525562634968959053e+00
-5.824614992243470013e+00,-5.752750891839714775e+00,-5.765351590996831810e+00,-5.733359156332115347e+00,-6.081907845937172041e+00,-4.952092300474669528e+00,-6.062619368383042939e+00,-6.459531477091467799e+00
-3.942507048989028373e+00,-3.465782467672943401e+00,-3.531161413535937488e+00,-3.808882015103010943e+00,-3.948469006342462784e+00,-4.316580789721463418e+00,-3.656247894947712851e+00,-4.153131230906685900e+00
-1.631330613177071953e+00,-2.280277557946335243e+00,-1.685062630969946573e+00,-2.046173552374610960e+00,-1.792083132238521337e+00,-1.725759445344605236e+00,-1.497105986898827901e+00,-2.600872630762397719e+00
-2.089890419703948066e+00,-1.545001455283037561e+00,-1.651293805808085269e+00,-1.776147759826020245e+00,-1.764131272449461107e+00,-1.509013859996745532e+00,-1.575114955520516391e+00,-2.005335938945094210e+00
-1.304219559640482418e+00,-1.527361120197291200e+00,-7.108056275212157882e-01,-1.707512824527628092e+00,-1.813815313894327375e+00,-1.367141954366067447e+00,-9.991205794989024280e-01,-2.136429151699638318e+00
2.053602018479659730e+00,1.672761673511431235e+00,1.872395990799530008e+00,1.519471793391728998e+00,1.635267655011203747e+00,1.923896387018489085e+00,2.040389734243803765e+00,1.732519231056965925e+00
6.188989888476914558e+00,5.955585983666915162e+00,6.046858554116278484e+00,5.325074409883414184e+00,6.427659453091918884e+00,5.618784974444774427e+00,6.260615573923779209e+00,5.160938523870472139e+00
7.663108370716859241e+00,7.159398649994643371e+00,7.634541501744114278e+00,7.248705061846169251e+00,7.280817593924410858e+00,7.216238457439338561e+00,7.392651740970916485e+00,6.969822612633186587e+00
7.694913929094163052e+00,6.670470268485737542e+00,7.121114170173601821e+00,6.603901757624792701e+00,7.172771578393358993e+00,6.781993239685597530e+00,7.350098687038432388e+00,7.025143860080725666e+00
7.982588184620933447e+00,7.560441584228914103e+00,8.097938341179032662e+00,7.445552472438908609e+00,8.384508093046598276e+00,7.735861881804466655e+00,7.883248621972811954e+00,7.560176209622566645e+00
1.045445373653642207e+01,9.285379336431732966e+00,1.011325818010696942e+01,9.890599073035401645e+00,9.928807357479486839e+00,9.811414354497339119e+00,1.050300852606325286e+01,1.006759512471096940e+01
8.970450604550670448e+00,8.689290641226847356e+00,9.201069915413802036e+00,8.716840440440606130e+00,9.322693215378698994e+00,9.508708222403955190e+00,9.338392016898421133e+00,9.576074026089973046e+00
6.093913543490475426e+00,6.216969682720929313e+00,6.017830574588660220e+00,6.604426509971396797e+00,6.357038798763383625e+00,6.243781765865043631e+00,6.229225880366366930e+00,5.915368708455678082e+00
4.214986795631181060e+00,4.046953459676301712e+00,3.793362686692771657e+00,3.802334559726493701e+00,4.526745482459899605e+00,4.108917243554627063e+00,4.484689128149255133e+00,3.779996688483761691e+00
4.695052137792153246e+00,4.406111965939628838e+00,4.285971339011518388e+00,4.471436587123756468e+00,5.044257757702680145e+00,4.208048238715441869e+00,4.657283327521358984e+00,4.307235021579212564e+00
4.232205182370232244e+00,4.139071275405327377e+00,3.853256463160348311e+00,3.890063374538295093e+00,4.381917595974453405e+00,3.945079230396579373e+00,4.069535969347121807e+00,3.680097277150384816e+00
1.441714608533979591e+00,1.558506430044179547e+00,1.132376640591770123e+00,1.356473897734974177e+00,1.360119054882184209e+00,1.251182279723733748e+00,1.311222304400117666e+00,1.141962864869792815e+00
-9.273661448844272570e-01,-6.979656766837089021e-01,-6.600545960245651766e-01,-5.356921196386694728e-01,-9.750730254164214905e-01,-6.762138294996413723e-01,-4.887037350707514882e-01,-8.074933024496517842e-01
-1.387055377993847149e-01,-1.968164809923045877e-01,1.665437045834345653e-01,-3.417491791593963574e-02,-3.212720987533701500e-01,-1.434998284498328891e-01,-1.988556666410260521e-01,-9.180303692905722457e-02
1.080141387587042701e+00,1.119962746286314204e+00,9.050816391694483931e-01,1.319392552139829533e+00,5.979514728505631593e-01,4.711976191467709962e-01,7.189781389560480074e-01,1.340428261972123058e+00
-1.261101735438447058e+00,-8.462711032749612450e-01,-1.310584995328332614e+00,-1.173031444326804618e+00,-1.215041400890315870e+00,-1.673531232035018856e+00,-1.317143320541376061e+00,-1.388148078180619915e+00
-4.401543105433738390e+00,-3.988152590791509411e+00,-3.800694831725429879e+00,-3.928251132887283337e+00,-4.098814453555069015e+00,-4.620434140526558764e+00,-3.899532904974403635e+00,-3.552411019129031899e+00
-4.859171602585438343e+00,-4.292839582433273904e+00,-4.275567183509249247e+00,-4.667577889951090242e+00,-5.355772722296111787e+00,-4.630060955412818480e+00,-4.680077613325939190e+00,-4.761862777229291410e+00
-4.441996561900179330e+00,-3.757375487657888424e+00,-3.813170990543353511e+00,-3.745043661970361093e+00,-4.611353504682949911e+00,-4.528428492126503002e+00,-3.714580993604854164e+00,-4.048849304203572252e+00
-6.045230829270036743e+00,-5.681966422815166950e+00,-5.209057800764975710e+00,-5.735105951680976588e+00,-6.023922852651841353e+00,-6.262849508537919441e+00,-6.270034884475954584e+00,-5.710833143706698145e+00
-9.432583815214215406e+00,-8.968148448849659005e+00,-9.298628162771693795e+00,-8.956086068212284701e+00,-9.606207401345089991e+00,-9.203096414066351372e+00,-9.504447358915923516e+00,-8.964729444170242090e+00
-9.956824623938667074e+00,-9.525308120248944022e+00,-9.713200060998696372e+00,-9.531882609896788594e+00,-1.069518823001920893e+01,-1.004112927614116124e+01,-1.010877125906723606e+01,-1.006558761078430386e+01
-8.370513313229890784e+00,-7.527043361072984773e+00,-7.628496810703548014e+00,-6.482793302243725186e+00,-7.586516604711324163e+00,-7.523656049973541649e+00,-8.486265049920445946e+00,-7.787386949261343005e+00
-7.198869628400827558e+00,-6.966552853166180448e+00,-6.974577116327616011e+00,-6.363239380262484701e+00,-7.249124204408365024e+00,-6.406506621751574926e+00,-7.389897256275955506e+00,-6.758787095557226010e+00
-7.557973927894643396e+00,-6.930606757832760145e+00,-6.869772023477963785e+00,-7.306068210530562546e+00,-7.569158735510238323e+00,-7.349120704991134012e+00,-7.750339125631770187e+00,-7.468281669706925641e+00
-6.473457204866011061e+00,-6.232551839487059375e+00,-6.399716348962195767e+00,-5.872019654333855421e+00,-6.147826419914274254e+00,-6.063335835019773690e+00,-5.922376907584430583e+00,-5.678661454983008561e+00
-2.057681243500300905e+00,-1.956515804072886278e+00,-2.089355368018684711e+00,-1.692894154189453326e+00,-2.143926049057317318e+00,-1.729613282642384231e+00,-2.136893386129352645e+00,-1.047711427382302718e+00
1.009740412413277166e+00,1.991556384660192913e+00,8.914284621471922909e-01,1.684432181423748176e+00,1.196049781330643880e+00,1.152471823854886779e+00,1.082072487556067220e+00,1.995285052130615355e+00
1.543827519777749346e+00,2.227657551084952114e+00,1.392217959469382871e+00,1.958136346041492004e+00,2.537437422602004222e+00,1.459146009257921373e+00,2.005675148891713278e+00,2.504873139375209945e+00
1.706195712729127401e+00,2.550521519330816389e+00,1.675839754749068655e+00,2.048253489485900580e+00,2.408771796963589118e+00,2.153399969499801170e+00,2.260624507809875450e+00,2.715619759274972900e+00
3.670490974919276006e+00,4.227043410935570122e+00,4.016614919939169859e+00,3.815949228697577578e+00,4.596509006556625643e+00,4.258668748992834985e+00,4.396799608359644118e+00,4.266161937936134407e+00
5.990980457325806086e+00,5.802780198779098342e+00,5.646934192038284728e+00,5.946403067074311544e+00,6.363153968668828320e+00,6.031429029797282126e+00,5.619040973643762982e+00,6.610008728157611202e+00
4.334666862698600021e+00,4.743428884152043778e+00,4.552485233552177490e+00,4.272790026655152396e+00,4.530953205714987497e+00,4.833160684960779108e+00,4.408617983790239947e+00,4.720517435011909235e+00
2.002932414619187806e+00,2.396400081997108966e+00,1.681632565582320771e+00,1.943575698836950583e+00,2.731421789012789425e+00,1.564211091767535144e+00,2.675057511708094804e+00,2.269728338111920429e+00
2.084275829870290142e+00,2.324276172694496712e+00,1.579146871071942737e+00,1.840503998344914738e+00,2.005982857461131807e+00,2.557856210247354767e+00,2.178086763827106864e+00,2.912780152222108843e+00
3.417618657143715044e+00,3.928257748264055937e+00,3.874302919712861115e+00,3.096001080569903863e+00,3.632737476956682254e+00,3.618135827638986779e+00,3.375404809156060004e+00,3.393178987505512278e+00
2.837654943130218044e+00,2.720719977502866094e+00,2.586008844488673297e+00,3.052424693009654355e+00,2.331675112147364004e+00,3.103074401347461819e+00,2.998685142545747251e+00,2.453269074418745532e+00
5.370695035708810128e-01,6.972787246306627607e-01,2.371923974625583520e-01,7.302373446993012385e-01,4.131860467642034518e-02,7.317139233292827560e-01,9.555269945948423604e-01,7.973222832382532710e-01
4.991210449282723061e-01,1.526421622567488146e-01,3.648163757418291242e-01,6.927326171664220933e-01,6.971587137939475598e-01,5.356847047123943772e-01,4.602742713080604231e-01,7.518203827272929018e-02
2.820485112508672731e+00,2.590059624579737374e+00,2.570737038474891101e+00,2.432266724881579023e+00,2.461955813186703868e+00,2.488441399001295462e+00,2.826063032288694821e+00,2.297202646733923714e+00
2.938448364555305226e+00,2.861727345483950025e+00,3.796425769190029609e+00,3.078184564413280366e+00,2.598885182160316720e+00,3.130159150550661185e+00,3.556227836432532374e+00,3.269353917782175323e+00
9.504218069508061362e-01,4.256766961572262531e-01,1.405018677611650668e+00,1.355927151751689097e-01,1.203633919458467538e+00,7.603424159103183699e-01,8.101318184514016973e-01,7.236825791683280107e-01
-3.989487886696491681e-01,-8.943892818753581553e-01,2.195468691834180919e-01,-5.090430859166248379e-01,2.191772065244425027e-01,-3.146088892520231828e-01,-2.524677461548844315e-01,-1.250477102184689215e+00
5.529446509539657217e-01,-4.317569898704243930e-02,1.061940897919543492e+00,1.750275581524670387e-01,8.095517741533979628e-01,-1.699917313722473233e-01,2.714042934482852609e-01,1.512440988850839718e-01
1.070773562989325800e+00,7.408913145355604246e-02,1.432887104093095498e+00,5.127847264600355892e-01,3.974774323335354964e-01,3.276788233178443699e-01,4.479356903664707956e-01,-8.997971213942203283e-02
-1.936566107804050141e+00,-1.838968853206194742e+00,-1.637664168554056499e+00,-2.031603568640345081e+00,-2.129100213767819216e+00,-1.390282088653345571e+00,-1.982901645828228698e+00,-2.152134645096051013e+00
-4.168982109983150330e+00,-4.677843353265127568e+00,-4.096127436051128612e+00,-4.680533358017784806e+00,-4.224843524156253416e+00,-4.453415780140224989e+00,-3.996874372302607004e+00,-5.180100059283494929e+00
-2.907792845441278917e+00,-3.852836307980646247e+00,-2.967038559030757749e+00,-3.952799424733368649e+00,-3.348840396859217527e+00,-3.473265538688127485e+00,-3.422987604267643036e+00,-3.883004788983855704e+00
-1.504432934103708153e+00,-2.419878096637550158e+00,-9.926649508096327956e-01,-1.749345742415732818e+00,-1.829723348784822123e+00,-1.706042713102354336e+00,-1.585692843517388706e+00,-1.688677182177396485e+00
-1.206698636617851372e+00,-2.032433707596726258e+00,-1.160239862743592143e+00,-1.396371038084789351e+00,-1.681338445793639558e+00,-1.366681665828612280e+00,-1.397064772087238227e+00,-2.397762549316773129e+00
-2.200767228645362117e+00,-2.310360815424706171e+00,-2.066496769630266517e+00,-1.913054399779592130e+00,-2.024944395713065948e+00,-2.228901105875064292e+00,-2.265152304168243536e+00,-2.556687899702620559e+00
2.797301343611324764e-01,-1.698469991513300026e-01,5.618090002822246909e-01,-3.699072172111806944e-01,3.845896987448850224e-01,1.160369990299192494e-01,4.368838510971992939e-01,3.635643270331540000e-02
3.904550376330866879e+00,4.302225722049215939e+00,3.901388259474990683e+00,3.485769531257048026e+00,4.100226500409034358e+00,4.184775608565515448e+00,4.458610258979831542e+00,3.678554541866236871e+00
5.617506311170337163e+00,5.390388985288418588e+00,5.419956610115449713e+00,5.013317878710240372e+00,5.709331107620367440e+00,5.182584117390287126e+00,5.597142243310035958e+00,5.716481677602888389e+00
5.089238793211822376e+00,5.002792471828710674e+00,4.344114829960919799e+00,4.221543000829989900e+00,5.354239025157785825e+00,4.726745852237662859e+00,4.671081931537572451e+00,4.849236039265606202e+00
4.475561511228148603e+00,4.894549578494647335e+00,5.123024278550915689e+00,4.135427745324602000e+00,5.536345298060164843e+00,4.935822070304961784e+00,5.021172584097824299e+00,5.149073036548572624e+00
6.798370901707725622e+00,6.706970165852797372e+00,6.564872791480784286e+00,5.929661907333062310e+00,7.063648540180994750e+00,6.785191467085764927e+00,6.022915504730878666e+00,7.041027766090421025e+00
6.482660772959334849e+00,6.586568038794277768e+00,6.287962473914372019e+00,6.053718676817079647e+00,7.243135459728454961e+00,6.408248444225784546e+00,6.603997672525531826e+00,6.897139203386227102e+00
3.006200990858475475e+00,3.567852280074916838e+00,3.261922975923376100e+00,3.332261020470006496e+00,3.433403895201012190e+00,4.288917021017776499e+00,4.222365738347364506e+00,3.779336913127416597e+00
8.705351954508816492e-02,1.579240392497486045e+00,1.093940483616017589e+00,5.164682958341213492e-01,1.400927897385041421e+00,1.138690938036666989e+00,6.595282602909350311e-01,9.437268614144125323e-01
5.642439797686593650e-01,5.056790009353552273e-01,-2.002382770723254435e-01,1.044248894430370944e+00,1.101901791274261910e+00,1.073136372417366813e+00,7.285897791230847576e-01,1.012296616295354390e+00
3.749909322803891554e-01,6.474453797510498765e-01,1.340912278837192995e-01,1.506648272086133833e+00,1.888252944356353824e+00,7.764730662250478588e-01,9.931540025062082222e-01,1.147332117573151677e+00
-1.764091203987800727e+00,-1.294343254121173237e+00,-2.137371292386109900e+00,-1.529253904967026401e+00,-1.867590338962939800e+00,-1.352890897308808071e+00,-1.124543055180202256e+00,-1.204067853259119580e+00
-4.109143998838184153e+00,-3.480007730680546363e+00,-4.425235733786516690e+00,-3.515125992148022682e+00,-4.068713038145261862e+00,-3.234064753924746238e+00,-3.658680748417922235e+00,-3.626446510516416755e+00
-3.005221734563160219e+00,-2.759951278790839346e+00,-3.796848338166936010e+00,-2.599219778507184220e+00,-3.190618859703659993e+00,-2.616909829614042060e+00,-4.039030204520251743e+00,-2.804649811431078721e+00
-2.040304017933099345e+00,-1.436465208457778031e+00,-1.979858178208795838e+00,-1.617233061525054749e+00,-1.769273623603266898e+00,-1.280037476232094518e+00,-1.782090466008175111e+00,-1.978809592338611534e+00
-3.324708317425940862e+00,-2.860875221620964304e+00,-3.240057774667488122e+00,-2.800612745073587817e+00,-2.437914514766231555e+00,-2.631735814579061916e+00,-2.293848540984285922e+00,-2.763291163389345773e+00
-5.482550511385814396e+00,-5.043753859187035893e+00,-5.233895593869936747e+00,-4.843622203285809391e+00,-5.815216439887977984e+00,-5.816635519748952987e+00,-5.438699338712233100e+00,-5.215683330893911673e+00
-5.977231572601212406e+00,-5.586724820101815148e+00,-5.773962596726828878e+00,-5.780610267304443717e+00,-5.904990161137900095e+00,-5.801110630863127504e+00,-6.488957319923459366e+00,-5.969351601581570854e+00
-4.603612872570046477e+00,-4.801392950172417073e+00,-4.572196825011945798e+00,-4.260957029803726925e+00,-4.829566233413375542e+00,-5.236127043299250161e+00,-5.005346554037278572e+00,-4.266905153008838880e+00
-5.661331707998456864e+00,-5.425097793288613524e+00,-5.437726760530384951e+00,-5.264558196748374996e+00,-5.880099486005704534e+00,-6.122058819780606953e+00,-6.329863354990829194e+00,-5.722204907321671641e+00
-8.590356908800497848e+00,-8.358258276171824264e+00,-8.185090802058592629e+00,-8.177748520382040809e+00,-9.159832811394934993e+00,-8.290258081155418068e+00,-8.305220363336466960e+00,-8.524393402334206726e+00
-9.092500628118942885e+00,-9.390641963252958746e+00,-9.322263758868542638e+00,-8.691910304242171037e+00,-9.264087045918369512e+00,-8.958606501641696696e+00,-9.743158799717082985e+00,-9.609014048437165556e+00
-7.688323210516933237e+00,-6.790385783781940354e+00,-6.405150249402909779e+00,-6.528569486477733719e+00,-7.090047476269282889e+00,-6.609864771012225582e+00,-7.198600014080960285e+00,-7.307556574196761190e+00
-5.606177506079230710e+00,-5.070337986746360492e+00,-5.104957736905681109e+00,-4.470892053650205256e+00,-5.329741817952468708e+00,-4.842236654519838979e+00,-5.551238486874386702e+00,-5.773805615436816474e+00
-5.631363254407150798e+00,-5.111369300038095531e+00,-5.741913877069740657e+00,-5.034558992343384887e+00,-5.354880269610891474e+00,-4.865201513338614170e+00,-5.416265761046740401e+00,-5.409691838793004415e+00
-4.300568956480500304e+00,-3.609484291578984649e+00,-4.395791317349547533e+00,-3.910330240033008664e+00,-4.146781196742083786e+00,-4.299221419520307563e+00,-3.680325638214823947e+00,-4.470186066130473534e+00
-4.130058442669386487e-01,-7.352616385620713846e-01,-5.221508967083903219e-01,-1.845470388143592710e-02,-2.362073767185951176e-02,-3.149300540544502230e-02,3.103714946806344563e-02,-8.322107542689481663e-02
4.374171299578059724e+00,3.626065112187955020e+00,4.100278982365043845e+00,4.133936502559400594e+00,4.406849140031154022e+00,3.551690608332217725e+00,3.958410089855224356e+00,3.421108567660964273e+00
5.286723662855902894e+00,4.755650126152174195e+00,5.146626884066344942e+00,4.562501572650670134e+00,5.425525031657112862e+00,4.423666570241422846e+00,4.908762952516368294e+00,5.020345765431466489e+00
4.973010157903512862e+00,4.994543729249325992e+00,5.034759362480477840e+00,5.082250014422310613e+00,5.255059681283793971e+00,5.213570339588595282e+00,4.732394040357005949e+00,5.848407497500303087e+00
7.027020569857745258e+00,6.923348384552062029e+00,7.644771103913095445e+00,6.764602972282599325e+00,7.144267462215557529e+00,6.654940582419108352e+00,6.845488914431690830e+00,7.551942222817066508e+00
9.625545649719841279e+00,8.769999360886151507e+00,9.374935940044421656e+00,8.440739941331514729e+00,9.460803811398911023e+00,9.377315886465508399e+00,9.489981795741988080e+00,9.859756636822067932e+00
8.948856196913725469e+00,8.144504445508273349e+00,8.583822366520553970e+00,8.437373972153299206e+00,8.938173581582535832e+00,8.694509959892661399e+00,8.969131600733984300e+00,8.993740686703315390e+00
6.510884349280399164e+00,5.455642561477629826e+00,5.310723249639260679e+00,6.063475738325887932e+00,6.083407084741368820e+00,5.490022264379454064e+00,5.777551731861882089e+00,5.929759688588533528e+00
5.885527884944340649e+00,5.593837527176617641e+00,4.416761957041701159e+00,4.892855728230184553e+00,5.242908272804564618e+00,5.040799658249904169e+00,5.561058521578531533e+00,4.619803951837728739e+00
6.167553407775516305e+00,6.436306025371751893e+00,5.800513742884471746e+00,6.116845073780893927e+00,6.326709656809875071e+00,5.748912157626710595e+00,5.927326619273442176e+00,5.401341761592678203e+00
5.239471765863183528e+00,5.225942141854202916e+00,5.386310446026861598e+00,5.218282362058559443e+00,5.426507757123085085e+00,4.886173795472267045e+00,5.554028135876141192e+00,5.475728364667996395e+00
